timestamp,machine_id,metric_type,metric_value
2024-05-16T10:05:53Z,MX-101,energy_consumption,58.17
2024-05-17T03:29:28Z,MX-104,temperature,13.59
2024-05-18T20:37:41Z,MX-101,temperature,20.03
2024-05-18T22:43:56Z,MX-103,throughput,48.68
2024-05-18T08:23:30Z,MX-102,energy_consumption,64.33
2024-05-19T20:07:12Z,MX-103,temperature,23.65
2024-05-19T20:09:35Z,MX-105,throughput,78.61
2024-05-20T13:57:16Z,MX-102,energy_consumption,65.47
2024-05-21T03:19:10Z,MX-105,energy_consumption,65.27
2024-05-22T17:42:14Z,MX-101,temperature,32.16
2024-05-22T14:47:47Z,MX-102,temperature,51.36
2024-05-23T06:19:06Z,MX-102,throughput,19.66
2024-05-24T11:13:54Z,MX-104,energy_consumption,87.48
2024-05-25T16:14:39Z,MX-102,temperature,19.03
2024-05-25T02:59:07Z,MX-104,energy_consumption,49.97
2024-05-26T13:59:53Z,MX-105,throughput,12.07
2024-05-27T07:28:06Z,MX-104,throughput,81.06
2024-05-27T19:04:33Z,MX-103,throughput,11.86
2024-05-28T22:24:52Z,MX-104,throughput,64.59
2024-05-28T13:34:44Z,MX-102,energy_consumption,16.96
2024-05-28T13:45:01Z,MX-102,throughput,28.64
2024-05-29T12:51:43Z,MX-104,throughput,32.39
2024-05-29T10:34:59Z,MX-102,throughput,64.04
2024-05-30T00:53:01Z,MX-105,temperature,68.09
2024-05-30T02:21:19Z,MX-104,energy_consumption,82.01
2024-05-31T20:48:48Z,MX-103,throughput,44.29
2024-05-31T17:52:30Z,MX-104,energy_consumption,50.08
2024-06-01T03:15:25Z,MX-104,throughput,41.34
2024-06-01T09:47:54Z,MX-103,throughput,53.07
2024-06-02T07:58:42Z,MX-105,energy_consumption,56.55
2024-06-03T07:07:32Z,MX-101,throughput,42.81
2024-06-03T08:19:20Z,MX-101,energy_consumption,92.43
2024-06-03T03:21:48Z,MX-105,energy_consumption,59.75
2024-06-04T02:53:08Z,MX-105,throughput,50.78
2024-06-04T10:40:24Z,MX-102,throughput,35.07
2024-06-05T08:20:27Z,MX-104,throughput,25.0
2024-06-06T08:26:24Z,MX-101,energy_consumption,14.69
2024-06-07T06:24:21Z,MX-103,energy_consumption,52.32
2024-06-07T15:24:38Z,MX-102,temperature,11.55
2024-06-07T07:06:49Z,MX-105,energy_consumption,16.93
2024-06-08T09:47:44Z,MX-102,energy_consumption,21.17
2024-06-09T20:09:00Z,MX-103,energy_consumption,26.1
2024-06-09T19:25:47Z,MX-102,temperature,80.82
2024-06-10T06:15:17Z,MX-103,energy_consumption,83.2
2024-06-10T18:14:15Z,MX-105,temperature,45.44
2024-06-11T01:45:36Z,MX-104,temperature,86.19
2024-06-12T22:10:18Z,MX-103,energy_consumption,80.48
2024-06-13T08:56:56Z,MX-104,temperature,73.92
2024-06-13T09:02:14Z,MX-102,energy_consumption,64.54
2024-06-14T02:26:31Z,MX-104,temperature,10.05
2024-06-15T19:15:23Z,MX-104,energy_consumption,77.88
2024-06-15T20:02:10Z,MX-105,energy_consumption,46.35
2024-06-16T16:59:20Z,MX-105,throughput,80.77
2024-06-16T21:01:30Z,MX-104,throughput,57.11
2024-06-16T14:50:35Z,MX-102,energy_consumption,87.21
2024-06-17T01:19:33Z,MX-102,temperature,63.98
2024-06-18T10:51:57Z,MX-101,energy_consumption,91.37
2024-06-18T13:55:44Z,MX-104,throughput,43.63
2024-06-19T17:44:21Z,MX-102,temperature,29.4
2024-06-19T23:14:43Z,MX-102,throughput,87.87
2024-06-20T05:05:29Z,MX-103,throughput,32.0
2024-06-20T00:35:46Z,MX-102,throughput,32.76
2024-06-20T14:32:09Z,MX-104,energy_consumption,51.87
2024-06-21T16:52:05Z,MX-102,throughput,96.37
2024-06-22T05:17:55Z,MX-101,throughput,43.66
2024-06-23T16:56:00Z,MX-104,energy_consumption,88.49
2024-06-23T02:50:39Z,MX-105,throughput,41.93
2024-06-24T20:05:00Z,MX-104,temperature,94.06
2024-06-24T17:27:23Z,MX-101,throughput,39.83
2024-06-24T11:17:57Z,MX-105,temperature,11.0
2024-06-25T05:18:48Z,MX-105,throughput,15.39
2024-06-26T07:57:44Z,MX-105,throughput,12.17
2024-06-26T14:41:16Z,MX-103,energy_consumption,51.43
2024-06-26T22:38:16Z,MX-103,throughput,43.12
2024-06-27T21:19:18Z,MX-101,throughput,78.26
2024-06-27T15:46:47Z,MX-105,temperature,69.97
2024-06-27T19:57:06Z,MX-105,energy_consumption,16.06
2024-06-28T13:45:35Z,MX-103,energy_consumption,74.28
2024-06-29T23:07:37Z,MX-103,temperature,22.8
2024-06-29T07:08:53Z,MX-101,energy_consumption,44.55
2024-06-29T14:21:34Z,MX-102,temperature,13.96
2024-06-30T04:50:24Z,MX-102,throughput,61.24
2024-07-01T05:31:16Z,MX-104,energy_consumption,61.14
2024-07-01T07:40:05Z,MX-101,temperature,24.71
2024-07-02T09:40:00Z,MX-104,temperature,29.72
2024-07-03T17:58:01Z,MX-101,temperature,70.25
2024-07-04T22:27:24Z,MX-103,throughput,96.01
2024-07-04T09:23:47Z,MX-105,energy_consumption,59.31
2024-07-05T12:02:12Z,MX-103,energy_consumption,24.0
2024-07-05T21:28:23Z,MX-105,energy_consumption,35.11
2024-07-05T21:37:17Z,MX-102,temperature,83.34
2024-07-06T17:35:59Z,MX-103,throughput,94.59
2024-07-06T10:56:36Z,MX-104,energy_consumption,99.22
2024-07-07T21:32:34Z,MX-103,throughput,19.58
2024-07-08T20:12:26Z,MX-102,temperature,89.27
2024-07-09T16:54:22Z,MX-102,temperature,72.76
2024-07-10T13:12:58Z,MX-104,energy_consumption,45.99
2024-07-10T20:37:41Z,MX-103,throughput,17.3
2024-07-10T05:54:52Z,MX-105,throughput,95.36
2024-07-11T02:24:52Z,MX-103,temperature,49.21
2024-07-11T15:44:05Z,MX-102,throughput,52.59
2024-07-11T01:06:50Z,MX-103,throughput,20.64
2024-07-12T17:42:49Z,MX-104,throughput,62.96
2024-07-13T15:39:34Z,MX-102,throughput,31.89
2024-07-13T06:00:13Z,MX-103,temperature,63.82
2024-07-14T13:43:14Z,MX-101,temperature,17.39
2024-07-14T00:18:32Z,MX-102,energy_consumption,48.57
2024-07-14T03:21:39Z,MX-102,temperature,10.19
2024-07-15T01:11:24Z,MX-102,throughput,98.53
2024-07-16T13:00:25Z,MX-105,temperature,13.64
2024-07-16T11:16:41Z,MX-103,temperature,13.5
2024-07-17T02:59:53Z,MX-101,energy_consumption,10.02
2024-07-17T06:59:58Z,MX-102,throughput,84.18
2024-07-17T17:51:12Z,MX-101,throughput,63.4
2024-07-18T19:09:15Z,MX-101,energy_consumption,35.6
2024-07-18T02:21:52Z,MX-104,energy_consumption,86.72
2024-07-18T05:43:49Z,MX-105,temperature,54.68
2024-07-19T10:19:44Z,MX-101,throughput,86.69
2024-07-20T05:55:39Z,MX-104,throughput,42.29
2024-07-20T18:31:39Z,MX-103,throughput,68.81
2024-07-20T14:36:12Z,MX-104,temperature,81.48
2024-07-21T11:53:29Z,MX-102,temperature,51.52
2024-07-21T05:39:04Z,MX-101,temperature,15.29
2024-07-22T05:22:36Z,MX-101,throughput,21.35
2024-07-23T02:40:26Z,MX-103,throughput,71.9
2024-07-23T21:05:26Z,MX-102,energy_consumption,53.34
2024-07-23T14:55:23Z,MX-101,energy_consumption,70.14
2024-07-24T20:06:07Z,MX-105,throughput,94.37
2024-07-24T07:38:15Z,MX-104,energy_consumption,13.05
2024-07-24T05:41:56Z,MX-104,temperature,41.06
2024-07-25T01:08:32Z,MX-103,throughput,26.79
2024-07-26T16:52:32Z,MX-104,energy_consumption,87.63
2024-07-26T16:22:11Z,MX-102,throughput,77.08
2024-07-27T15:22:38Z,MX-103,energy_consumption,88.13
2024-07-27T06:41:52Z,MX-101,temperature,95.89
2024-07-27T15:08:19Z,MX-101,throughput,88.8
2024-07-28T05:23:40Z,MX-101,temperature,31.6
2024-07-28T21:59:17Z,MX-104,throughput,91.66
2024-07-29T06:34:20Z,MX-104,temperature,79.38
2024-07-29T22:59:36Z,MX-103,energy_consumption,40.87
2024-07-29T22:23:13Z,MX-103,throughput,10.25
2024-07-30T18:14:37Z,MX-102,temperature,23.3
2024-07-30T23:58:52Z,MX-105,throughput,57.78
2024-07-31T21:29:56Z,MX-105,energy_consumption,27.7
2024-07-31T01:26:07Z,MX-104,energy_consumption,63.19
2024-07-31T10:33:56Z,MX-105,throughput,14.01
2024-08-01T00:39:08Z,MX-104,energy_consumption,66.43
2024-08-01T02:17:11Z,MX-104,throughput,93.61
2024-08-02T20:49:19Z,MX-102,throughput,85.13
2024-08-02T08:06:55Z,MX-104,throughput,37.03
2024-08-02T23:44:26Z,MX-101,temperature,70.16
2024-08-03T09:15:10Z,MX-104,throughput,10.39
2024-08-03T08:20:44Z,MX-101,temperature,95.68
2024-08-03T16:21:24Z,MX-102,throughput,10.2
2024-08-04T02:46:15Z,MX-103,energy_consumption,83.3
2024-08-05T15:10:24Z,MX-101,energy_consumption,88.17
2024-08-05T23:18:08Z,MX-103,energy_consumption,69.7
2024-08-05T18:04:55Z,MX-105,temperature,58.07
2024-08-06T10:28:10Z,MX-101,temperature,93.31
2024-08-06T14:09:50Z,MX-105,energy_consumption,39.57
2024-08-06T19:50:42Z,MX-102,temperature,71.66
2024-08-07T11:58:13Z,MX-102,throughput,11.86
2024-08-08T09:24:01Z,MX-102,energy_consumption,36.31
2024-08-09T15:07:50Z,MX-102,throughput,28.37
2024-08-09T05:58:03Z,MX-103,temperature,78.86
2024-08-10T11:16:05Z,MX-105,energy_consumption,59.38
2024-08-10T02:29:50Z,MX-101,temperature,88.59
2024-08-11T08:43:18Z,MX-101,throughput,96.86
2024-08-12T16:25:51Z,MX-103,temperature,55.04
2024-08-13T16:56:27Z,MX-105,temperature,53.31
2024-08-13T22:22:06Z,MX-103,temperature,42.06
2024-08-13T03:21:02Z,MX-103,temperature,44.91
2024-08-14T19:51:14Z,MX-103,energy_consumption,11.64
2024-08-15T03:08:47Z,MX-101,temperature,23.12
2024-08-15T05:50:16Z,MX-105,energy_consumption,58.13
2024-08-15T17:25:42Z,MX-103,temperature,40.62
2024-08-16T15:44:35Z,MX-101,energy_consumption,79.83
2024-08-16T14:39:11Z,MX-102,temperature,27.11
2024-08-17T17:36:03Z,MX-105,energy_consumption,72.76
2024-08-17T08:15:20Z,MX-104,energy_consumption,79.38
2024-08-17T14:06:00Z,MX-103,energy_consumption,43.2
2024-08-18T01:19:28Z,MX-104,temperature,10.33
2024-08-19T00:37:24Z,MX-103,energy_consumption,40.49
2024-08-19T00:16:14Z,MX-103,throughput,17.67
2024-08-20T21:39:01Z,MX-105,energy_consumption,78.95
2024-08-21T04:56:35Z,MX-104,throughput,59.82
2024-08-21T20:04:59Z,MX-103,temperature,66.25
2024-08-21T01:10:57Z,MX-103,temperature,38.09
2024-08-22T10:41:03Z,MX-101,temperature,14.94
2024-08-22T10:55:48Z,MX-102,energy_consumption,33.25
2024-08-23T05:34:18Z,MX-103,throughput,86.48
2024-08-23T02:42:31Z,MX-105,throughput,16.76
2024-08-24T10:54:58Z,MX-104,temperature,12.35
2024-08-24T10:22:55Z,MX-103,temperature,74.06
2024-08-25T19:06:46Z,MX-105,energy_consumption,86.64
2024-08-26T04:07:40Z,MX-101,throughput,79.12
2024-08-26T11:35:21Z,MX-101,temperature,61.88
2024-08-27T02:52:13Z,MX-102,temperature,34.89
2024-08-27T20:01:56Z,MX-105,temperature,83.04
2024-08-27T19:59:10Z,MX-105,energy_consumption,59.15
2024-08-28T23:57:12Z,MX-103,temperature,90.58
2024-08-28T01:28:59Z,MX-103,throughput,18.37
2024-08-28T12:08:01Z,MX-103,energy_consumption,14.68
2024-08-29T03:26:02Z,MX-105,temperature,19.61
2024-08-30T01:32:53Z,MX-104,throughput,46.54
2024-08-30T03:53:30Z,MX-103,temperature,63.18
2024-08-31T09:00:50Z,MX-101,throughput,25.15
2024-08-31T23:36:38Z,MX-105,energy_consumption,88.0
2024-08-31T22:58:05Z,MX-101,throughput,29.66
2024-09-01T04:36:41Z,MX-102,energy_consumption,96.16
2024-09-01T18:33:25Z,MX-102,throughput,10.48
2024-09-01T19:02:27Z,MX-103,energy_consumption,81.52
2024-09-02T17:56:12Z,MX-105,temperature,15.34
2024-09-03T22:19:40Z,MX-104,temperature,84.25
2024-09-04T12:32:03Z,MX-102,throughput,97.63
2024-09-04T14:59:01Z,MX-105,throughput,34.24
2024-09-05T04:32:17Z,MX-104,throughput,68.35
2024-09-05T18:07:11Z,MX-101,temperature,46.5
2024-09-05T06:57:36Z,MX-103,energy_consumption,21.54
2024-09-06T23:19:53Z,MX-105,temperature,97.05
2024-09-07T04:49:20Z,MX-101,temperature,99.83
2024-09-08T01:41:43Z,MX-101,energy_consumption,45.52
2024-09-08T07:56:31Z,MX-103,temperature,61.71
2024-09-08T23:43:59Z,MX-102,energy_consumption,19.97
2024-09-09T00:30:03Z,MX-104,temperature,40.72
2024-09-09T16:16:38Z,MX-102,temperature,75.19
2024-09-09T04:29:13Z,MX-103,throughput,97.95
2024-09-10T18:53:28Z,MX-103,throughput,69.68
2024-09-10T23:07:17Z,MX-102,temperature,45.03
2024-09-11T08:50:20Z,MX-104,throughput,95.42
2024-09-12T01:46:53Z,MX-103,temperature,49.0
2024-09-12T05:46:28Z,MX-101,temperature,77.35
2024-09-13T10:31:29Z,MX-102,throughput,19.94
2024-09-13T10:27:25Z,MX-102,throughput,35.14
2024-09-13T15:30:56Z,MX-101,throughput,80.71
2024-09-14T02:22:38Z,MX-105,throughput,41.31
2024-09-14T23:27:23Z,MX-102,throughput,28.08
2024-09-14T10:02:05Z,MX-104,throughput,34.27
2024-09-15T08:01:49Z,MX-104,temperature,11.54
2024-09-15T08:32:06Z,MX-104,throughput,29.7
2024-09-16T18:33:27Z,MX-102,temperature,34.09
2024-09-16T13:30:05Z,MX-105,throughput,72.09
2024-09-16T09:53:46Z,MX-105,throughput,77.18
2024-09-17T02:17:33Z,MX-105,temperature,31.71
2024-09-18T09:10:43Z,MX-102,energy_consumption,93.82
2024-09-18T22:20:25Z,MX-105,energy_consumption,92.96
2024-09-19T18:05:47Z,MX-105,temperature,23.42
2024-09-19T00:42:45Z,MX-103,energy_consumption,79.27
2024-09-19T15:16:54Z,MX-105,throughput,10.13
2024-09-20T06:49:19Z,MX-101,energy_consumption,37.57
2024-09-21T09:08:41Z,MX-103,energy_consumption,27.95
2024-09-21T14:38:04Z,MX-105,energy_consumption,60.76
2024-09-22T13:49:57Z,MX-104,energy_consumption,27.66
2024-09-23T11:49:21Z,MX-101,throughput,42.12
2024-09-24T19:23:14Z,MX-103,throughput,30.48
2024-09-25T00:35:53Z,MX-101,temperature,60.86
2024-09-25T04:59:16Z,MX-102,throughput,87.99
2024-09-25T07:27:44Z,MX-104,throughput,58.15
2024-09-26T02:38:36Z,MX-101,energy_consumption,99.08
2024-09-26T19:58:21Z,MX-104,energy_consumption,22.21
2024-09-26T07:48:39Z,MX-102,throughput,18.72
2024-09-27T00:25:33Z,MX-105,throughput,20.82
2024-09-27T10:12:34Z,MX-105,throughput,90.38
2024-09-28T12:24:31Z,MX-102,energy_consumption,20.69
2024-09-29T21:47:03Z,MX-105,energy_consumption,66.62
2024-09-29T08:46:55Z,MX-101,throughput,72.01
2024-09-30T06:04:53Z,MX-101,throughput,83.54
2024-09-30T07:52:38Z,MX-104,throughput,19.01
2024-09-30T18:20:21Z,MX-105,temperature,93.23
2024-10-01T00:00:12Z,MX-104,energy_consumption,41.41
2024-10-01T12:59:39Z,MX-104,energy_consumption,72.63
2024-10-02T03:33:00Z,MX-105,temperature,70.06
2024-10-03T06:15:53Z,MX-102,temperature,76.37
2024-10-04T06:31:53Z,MX-102,temperature,27.79
2024-10-04T10:44:26Z,MX-104,temperature,69.55
2024-10-04T08:12:53Z,MX-105,temperature,12.83
2024-10-05T07:26:00Z,MX-103,energy_consumption,78.09
2024-10-05T10:54:28Z,MX-104,temperature,71.91
2024-10-05T05:47:29Z,MX-104,throughput,10.69
2024-10-06T01:16:44Z,MX-105,temperature,71.6
2024-10-06T15:18:16Z,MX-101,temperature,78.8
2024-10-07T02:39:56Z,MX-102,throughput,19.76
2024-10-08T06:03:02Z,MX-103,energy_consumption,56.82
2024-10-09T19:19:41Z,MX-105,energy_consumption,98.6
2024-10-09T16:29:42Z,MX-102,energy_consumption,57.96
2024-10-09T20:39:16Z,MX-102,throughput,48.24
2024-10-10T16:12:16Z,MX-103,throughput,33.42
2024-10-10T07:47:48Z,MX-101,temperature,46.52
2024-10-10T13:40:20Z,MX-105,throughput,93.45
2024-10-11T04:11:58Z,MX-102,temperature,30.68
2024-10-11T19:25:32Z,MX-101,energy_consumption,53.14
2024-10-11T23:39:11Z,MX-105,energy_consumption,76.39
2024-10-12T01:55:24Z,MX-105,temperature,58.51
2024-10-13T04:36:11Z,MX-102,temperature,55.76
2024-10-14T19:47:39Z,MX-101,temperature,58.51
2024-10-14T03:02:33Z,MX-103,energy_consumption,58.38
2024-10-14T09:27:13Z,MX-103,throughput,59.4
2024-10-15T01:36:09Z,MX-104,throughput,86.52
2024-10-16T05:05:12Z,MX-102,energy_consumption,67.26
2024-10-17T05:22:55Z,MX-105,throughput,16.43
2024-10-17T23:04:40Z,MX-105,temperature,76.4
2024-10-17T11:43:04Z,MX-104,temperature,71.32
2024-10-18T01:05:26Z,MX-101,temperature,80.2
2024-10-18T00:52:52Z,MX-101,temperature,39.02
2024-10-19T23:11:38Z,MX-105,temperature,17.44
2024-10-19T06:55:58Z,MX-104,temperature,49.51
2024-10-19T19:37:31Z,MX-103,temperature,80.87
2024-10-20T22:01:21Z,MX-101,energy_consumption,23.48
2024-10-20T12:51:52Z,MX-103,throughput,70.5
2024-10-20T18:21:02Z,MX-103,throughput,33.47
2024-10-21T19:52:15Z,MX-102,energy_consumption,70.13
2024-10-22T17:21:32Z,MX-103,throughput,57.0
2024-10-22T02:47:20Z,MX-102,temperature,84.19
2024-10-22T10:31:16Z,MX-105,energy_consumption,80.95
2024-10-23T13:48:54Z,MX-104,temperature,55.64
2024-10-23T17:00:51Z,MX-101,temperature,63.93
2024-10-24T09:30:47Z,MX-102,throughput,41.08
2024-10-25T03:13:44Z,MX-103,energy_consumption,56.43
2024-10-25T19:17:52Z,MX-102,throughput,43.99
2024-10-26T08:35:07Z,MX-104,temperature,81.79
2024-10-27T08:17:44Z,MX-103,throughput,69.52
2024-10-27T13:19:59Z,MX-103,temperature,80.66
2024-10-27T13:39:54Z,MX-101,energy_consumption,74.29
2024-10-28T17:06:13Z,MX-101,throughput,28.71
2024-10-28T14:56:03Z,MX-105,energy_consumption,60.24
2024-10-28T22:30:14Z,MX-103,temperature,79.51
2024-10-29T19:08:40Z,MX-102,temperature,15.81
2024-10-29T09:45:02Z,MX-101,temperature,87.87
2024-10-29T09:12:16Z,MX-105,temperature,90.12
2024-10-30T00:10:51Z,MX-103,energy_consumption,76.0
2024-10-30T23:26:21Z,MX-102,energy_consumption,95.36
2024-10-30T18:08:52Z,MX-102,energy_consumption,27.45
2024-10-31T06:50:00Z,MX-105,energy_consumption,15.77
2024-10-31T09:45:01Z,MX-102,temperature,70.57
2024-10-31T05:09:06Z,MX-104,energy_consumption,71.01
2024-11-01T06:13:16Z,MX-105,energy_consumption,68.07
2024-11-01T11:11:44Z,MX-104,throughput,24.27
2024-11-01T08:50:13Z,MX-104,energy_consumption,21.75
2024-11-02T19:14:08Z,MX-104,temperature,19.37
2024-11-02T09:10:10Z,MX-101,throughput,88.61
2024-11-02T14:12:22Z,MX-103,energy_consumption,45.09
2024-11-03T13:36:17Z,MX-103,temperature,26.79
2024-11-03T08:20:25Z,MX-103,throughput,58.91
2024-11-04T10:41:53Z,MX-102,energy_consumption,12.09
2024-11-05T17:06:21Z,MX-104,throughput,47.01
2024-11-06T10:34:49Z,MX-105,energy_consumption,96.4
2024-11-06T19:18:34Z,MX-105,temperature,79.48
2024-11-07T03:58:02Z,MX-103,temperature,60.05
2024-11-07T18:14:23Z,MX-105,temperature,84.74
2024-11-07T10:01:41Z,MX-103,energy_consumption,97.52
2024-11-08T22:12:46Z,MX-101,energy_consumption,71.94
2024-11-08T01:22:00Z,MX-103,energy_consumption,67.52
2024-11-09T08:41:42Z,MX-102,temperature,28.8
2024-11-09T12:55:38Z,MX-102,energy_consumption,33.19
2024-11-10T04:26:54Z,MX-104,energy_consumption,29.97
2024-11-10T05:08:55Z,MX-101,temperature,18.51
2024-11-11T16:33:24Z,MX-105,throughput,74.91
2024-11-11T04:30:23Z,MX-105,temperature,64.58
2024-11-11T07:13:53Z,MX-102,energy_consumption,18.23
2024-11-12T07:12:30Z,MX-104,temperature,22.12
2024-11-12T23:26:54Z,MX-103,temperature,13.53
2024-11-12T14:48:20Z,MX-101,energy_consumption,16.92
2024-11-13T22:16:39Z,MX-105,throughput,78.26
2024-11-14T14:10:31Z,MX-101,throughput,96.47
2024-11-14T14:49:32Z,MX-105,energy_consumption,87.76
2024-11-15T00:23:18Z,MX-102,temperature,83.83
2024-11-16T21:20:20Z,MX-101,throughput,80.08
2024-11-17T20:00:55Z,MX-102,energy_consumption,57.15
2024-11-18T08:53:52Z,MX-104,throughput,52.5
2024-11-19T18:06:28Z,MX-103,energy_consumption,35.53
2024-11-19T21:42:08Z,MX-101,energy_consumption,91.71
2024-11-19T00:06:42Z,MX-105,energy_consumption,29.23
2024-11-20T22:12:00Z,MX-103,temperature,89.73
2024-11-20T02:46:34Z,MX-103,energy_consumption,16.38
2024-11-21T19:08:58Z,MX-105,throughput,19.8
2024-11-22T08:13:21Z,MX-102,throughput,57.69
2024-11-22T12:29:11Z,MX-101,energy_consumption,22.54
2024-11-23T07:05:20Z,MX-102,energy_consumption,24.19
2024-11-23T07:50:57Z,MX-105,energy_consumption,55.53
2024-11-24T08:44:35Z,MX-104,throughput,40.17
2024-11-25T02:47:39Z,MX-101,throughput,94.04
2024-11-25T10:42:08Z,MX-102,energy_consumption,58.25
2024-11-26T01:33:36Z,MX-103,energy_consumption,11.91
2024-11-26T12:17:15Z,MX-102,throughput,94.2
2024-11-26T15:36:26Z,MX-104,energy_consumption,14.17
2024-11-27T03:29:40Z,MX-101,energy_consumption,21.59
2024-11-27T00:39:15Z,MX-101,temperature,88.73
2024-11-27T02:00:59Z,MX-105,temperature,42.52
2024-11-28T22:06:56Z,MX-101,temperature,44.77
2024-11-28T16:35:20Z,MX-101,throughput,94.63
2024-11-29T03:38:20Z,MX-102,temperature,32.86
2024-11-30T12:57:14Z,MX-101,throughput,55.82
2024-11-30T06:40:39Z,MX-104,energy_consumption,19.79
2024-12-01T17:40:05Z,MX-104,energy_consumption,67.97
2024-12-01T05:11:30Z,MX-105,temperature,98.55
2024-12-01T09:36:14Z,MX-103,energy_consumption,96.68
2024-12-02T08:48:52Z,MX-103,energy_consumption,10.45
2024-12-03T16:17:25Z,MX-102,throughput,36.86
2024-12-03T17:21:46Z,MX-105,energy_consumption,90.44
2024-12-03T04:58:10Z,MX-104,temperature,29.08
2024-12-04T13:37:40Z,MX-105,energy_consumption,21.17
2024-12-04T03:43:51Z,MX-103,throughput,72.2
2024-12-04T00:39:26Z,MX-105,temperature,55.67
2024-12-05T21:08:52Z,MX-101,throughput,35.72
2024-12-05T06:37:06Z,MX-101,energy_consumption,99.58
2024-12-05T09:17:35Z,MX-105,temperature,46.26
2024-12-06T20:51:16Z,MX-105,energy_consumption,47.87
2024-12-06T22:44:12Z,MX-105,throughput,88.26
2024-12-06T23:54:44Z,MX-103,energy_consumption,67.76
2024-12-07T16:36:35Z,MX-101,energy_consumption,36.6
2024-12-07T19:29:18Z,MX-103,energy_consumption,44.57
2024-12-07T20:42:28Z,MX-102,temperature,39.73
2024-12-08T10:43:08Z,MX-101,energy_consumption,89.86
2024-12-09T22:31:45Z,MX-102,temperature,90.15
2024-12-09T03:56:42Z,MX-102,temperature,36.5
2024-12-09T05:08:39Z,MX-104,throughput,60.75
2024-12-10T14:50:53Z,MX-105,energy_consumption,12.07
2024-12-11T17:13:14Z,MX-102,throughput,67.62
2024-12-11T16:38:43Z,MX-104,temperature,67.77
2024-12-11T06:19:55Z,MX-102,throughput,60.55
2024-12-12T08:18:18Z,MX-105,energy_consumption,29.84
2024-12-12T21:55:57Z,MX-103,energy_consumption,31.96
2024-12-12T18:56:24Z,MX-102,energy_consumption,90.74
2024-12-13T10:21:56Z,MX-101,throughput,96.4
2024-12-14T04:17:20Z,MX-102,energy_consumption,60.96
2024-12-14T15:48:24Z,MX-103,temperature,59.43
2024-12-14T05:21:39Z,MX-104,energy_consumption,78.68
2024-12-15T05:20:16Z,MX-104,energy_consumption,33.94
2024-12-15T20:02:50Z,MX-104,energy_consumption,44.05
2024-12-15T14:48:56Z,MX-101,temperature,11.34
2024-12-16T15:30:30Z,MX-101,energy_consumption,84.76
2024-12-16T05:18:19Z,MX-102,energy_consumption,38.23
2024-12-17T04:22:33Z,MX-103,temperature,79.95
2024-12-17T14:30:54Z,MX-105,temperature,31.65
2024-12-18T18:31:59Z,MX-103,energy_consumption,90.91
2024-12-18T01:04:20Z,MX-102,throughput,77.71
2024-12-19T00:14:13Z,MX-105,throughput,64.04
2024-12-20T02:16:45Z,MX-101,temperature,85.03
2024-12-20T14:05:49Z,MX-105,temperature,16.76
2024-12-21T07:02:20Z,MX-105,throughput,84.12
2024-12-21T00:55:40Z,MX-101,temperature,43.77
2024-12-21T02:02:18Z,MX-105,energy_consumption,35.13
2024-12-22T22:55:57Z,MX-105,temperature,87.21
2024-12-22T11:42:05Z,MX-101,throughput,46.7
2024-12-23T22:55:14Z,MX-105,temperature,88.47
2024-12-24T23:22:37Z,MX-104,energy_consumption,22.93
2024-12-24T13:24:41Z,MX-102,energy_consumption,35.18
2024-12-25T18:01:55Z,MX-104,throughput,63.9
2024-12-26T05:54:34Z,MX-101,energy_consumption,94.86
2024-12-26T05:05:14Z,MX-104,throughput,70.43
2024-12-27T04:59:42Z,MX-103,temperature,59.99
2024-12-27T03:21:07Z,MX-104,energy_consumption,66.29
2024-12-27T17:15:46Z,MX-104,temperature,98.38
2024-12-28T21:54:38Z,MX-101,throughput,12.05
2024-12-28T19:04:39Z,MX-105,throughput,16.04
2024-12-28T07:06:34Z,MX-102,temperature,50.85
2024-12-29T04:49:48Z,MX-103,throughput,74.34
2024-12-30T07:22:37Z,MX-103,throughput,19.78
2024-12-31T02:52:54Z,MX-104,temperature,28.44
2024-12-31T05:58:51Z,MX-101,temperature,64.26
2024-12-31T00:01:00Z,MX-104,temperature,29.7
2025-01-01T08:39:51Z,MX-105,energy_consumption,38.6
2025-01-01T17:01:46Z,MX-104,energy_consumption,61.61
2025-01-02T13:41:20Z,MX-101,temperature,29.64
2025-01-02T02:42:23Z,MX-105,throughput,37.64
2025-01-03T01:47:26Z,MX-102,energy_consumption,39.07
2025-01-03T05:07:41Z,MX-104,throughput,55.92
2025-01-03T03:26:28Z,MX-104,throughput,35.63
2025-01-04T08:36:39Z,MX-104,temperature,71.38
2025-01-05T14:30:13Z,MX-104,energy_consumption,19.75
2025-01-06T16:51:53Z,MX-104,energy_consumption,56.21
2025-01-07T02:44:13Z,MX-101,temperature,67.52
2025-01-08T21:26:40Z,MX-105,temperature,19.21
2025-01-08T07:02:27Z,MX-103,energy_consumption,93.75
2025-01-09T06:14:54Z,MX-105,energy_consumption,40.61
2025-01-09T17:53:16Z,MX-105,throughput,31.05
2025-01-10T08:26:00Z,MX-105,temperature,88.9
2025-01-10T18:45:41Z,MX-102,energy_consumption,71.34
2025-01-11T14:52:13Z,MX-101,throughput,30.6
2025-01-11T16:22:15Z,MX-101,throughput,80.7
2025-01-12T19:49:41Z,MX-104,throughput,71.27
