activity_id,operator_id,product_id,step_id,run_id,line_id,start_time,end_time,activity_type
ACT-PRD-1-RUN-000153-PRD-1-STEP-1-1-9881,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000153,LINE-A,2025-09-14T16:12:03Z,2025-09-14T18:00:00Z,rework
ACT-PRD-1-RUN-000153-PRD-1-STEP-2-0-4041,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000153,LINE-A,2025-09-16T17:52:08Z,,direct
ACT-PRD-1-RUN-000154-PRD-1-STEP-1-0-9009,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000154,LINE-A,2024-05-20T08:21:46Z,2024-05-20T12:52:06Z,direct
ACT-PRD-1-RUN-000154-PRD-1-STEP-2-0-8848,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000154,LINE-A,2024-05-21T11:40:03Z,2024-05-21T18:00:00Z,direct
ACT-PRD-1-RUN-000154-PRD-1-STEP-3-0-7633,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000154,LINE-A,2024-05-22T09:05:03Z,2024-05-22T13:26:15Z,setup
ACT-PRD-1-RUN-000154-PRD-1-STEP-4-0-4048,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000154,LINE-B,2024-05-22T17:34:51Z,2024-05-22T18:00:00Z,direct
ACT-PRD-1-RUN-000155-PRD-1-STEP-1-0-4933,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000155,LINE-A,2025-05-17T13:29:36Z,2025-05-17T15:20:18Z,indirect
ACT-PRD-1-RUN-000155-PRD-1-STEP-1-1-8539,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000155,LINE-A,2025-05-17T15:20:18Z,2025-05-17T17:11:01Z,setup
ACT-PRD-1-RUN-000155-PRD-1-STEP-2-0-5231,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000155,LINE-B,2025-05-19T16:52:09Z,2025-05-19T18:00:00Z,indirect
ACT-PRD-1-RUN-000155-PRD-1-STEP-3-0-3612,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000155,LINE-B,2025-05-20T11:11:31Z,2025-05-20T18:00:00Z,direct
ACT-PRD-1-RUN-000155-PRD-1-STEP-4-0-3305,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000155,LINE-B,2025-05-21T11:14:06Z,2025-05-21T16:33:01Z,direct
ACT-PRD-1-RUN-000156-PRD-1-STEP-1-0-1355,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000156,LINE-A,2024-03-29T12:01:16Z,2024-03-29T16:58:46Z,direct
ACT-PRD-1-RUN-000156-PRD-1-STEP-2-0-2069,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000156,LINE-A,2024-03-31T10:33:37Z,2024-03-31T15:12:58Z,direct
ACT-PRD-1-RUN-000156-PRD-1-STEP-3-0-9458,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000156,LINE-A,2024-04-01T13:48:59Z,2024-04-01T18:00:00Z,direct
ACT-PRD-1-RUN-000156-PRD-1-STEP-4-0-9104,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000156,LINE-A,2024-04-02T16:07:50Z,2024-04-02T18:00:00Z,direct
ACT-PRD-1-RUN-000157-PRD-1-STEP-1-0-1148,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000157,LINE-A,2024-09-17T09:58:00Z,2024-09-17T12:36:26Z,direct
ACT-PRD-1-RUN-000157-PRD-1-STEP-1-1-6429,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000157,LINE-A,2024-09-17T12:36:26Z,2024-09-17T15:14:53Z,setup
ACT-PRD-1-RUN-000157-PRD-1-STEP-2-0-5402,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000157,LINE-B,2024-09-19T15:58:39Z,2024-09-19T16:59:19Z,indirect
ACT-PRD-1-RUN-000157-PRD-1-STEP-2-1-7373,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000157,LINE-B,2024-09-19T16:59:19Z,2024-09-19T18:00:00Z,setup
ACT-PRD-1-RUN-000157-PRD-1-STEP-3-0-8150,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000157,LINE-A,2024-09-21T14:53:39Z,2024-09-21T18:00:00Z,indirect
ACT-PRD-1-RUN-000157-PRD-1-STEP-4-0-4305,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000157,LINE-A,2024-09-23T12:06:23Z,2024-09-23T15:09:25Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-1-0-1061,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000158,LINE-A,2023-10-15T09:54:23Z,2023-10-15T12:36:11Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-2-0-5028,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000158,LINE-A,2023-10-17T10:55:45Z,2023-10-17T14:15:32Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-2-1-4019,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000158,LINE-A,2023-10-17T14:15:32Z,2023-10-17T17:35:20Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-3-0-3101,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000158,LINE-A,2023-10-18T16:47:16Z,2023-10-18T17:23:38Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-3-1-8649,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000158,LINE-A,2023-10-18T17:23:38Z,2023-10-18T18:00:00Z,direct
ACT-PRD-1-RUN-000158-PRD-1-STEP-4-0-9294,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000158,LINE-A,2023-10-20T10:51:35Z,2023-10-20T13:28:26Z,indirect
ACT-PRD-1-RUN-000159-PRD-1-STEP-1-0-7527,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000159,LINE-B,2024-11-17T17:49:57Z,2024-11-17T18:00:00Z,setup
ACT-PRD-1-RUN-000159-PRD-1-STEP-2-0-1463,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000159,LINE-B,2024-11-18T12:19:27Z,2024-11-18T15:48:13Z,direct
ACT-PRD-1-RUN-000159-PRD-1-STEP-3-0-6922,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000159,LINE-A,2024-11-19T08:59:32Z,2024-11-19T12:21:18Z,direct
ACT-PRD-1-RUN-000159-PRD-1-STEP-3-1-1566,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000159,LINE-A,2024-11-19T12:21:18Z,2024-11-19T15:43:04Z,direct
ACT-PRD-1-RUN-000159-PRD-1-STEP-4-0-3216,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000159,LINE-A,2024-11-20T16:44:38Z,2024-11-20T18:00:00Z,direct
ACT-PRD-1-RUN-000160-PRD-1-STEP-1-0-8748,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000160,LINE-A,2025-07-09T09:29:29Z,2025-07-09T11:38:18Z,direct
ACT-PRD-1-RUN-000160-PRD-1-STEP-1-1-1878,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000160,LINE-A,2025-07-09T11:38:18Z,2025-07-09T13:47:08Z,setup
ACT-PRD-1-RUN-000160-PRD-1-STEP-2-0-8116,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000160,LINE-B,2025-07-10T15:14:08Z,2025-07-10T18:00:00Z,direct
ACT-PRD-1-RUN-000160-PRD-1-STEP-3-0-9295,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000160,LINE-B,2025-07-10T17:59:00Z,2025-07-10T18:00:00Z,direct
ACT-PRD-1-RUN-000160-PRD-1-STEP-4-0-7082,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000160,LINE-B,2025-07-11T11:23:47Z,2025-07-11T15:34:46Z,direct
ACT-PRD-1-RUN-000161-PRD-1-STEP-1-0-3619,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000161,LINE-A,2024-06-20T12:53:20Z,2024-06-20T17:32:45Z,direct
ACT-PRD-1-RUN-000161-PRD-1-STEP-2-0-5015,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000161,LINE-B,2024-06-20T18:02:45Z,2024-06-20T18:21:07Z,direct
ACT-PRD-1-RUN-000161-PRD-1-STEP-3-0-7611,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000161,LINE-B,2024-06-21T09:06:36Z,2024-06-21T13:33:18Z,direct
ACT-PRD-1-RUN-000161-PRD-1-STEP-3-1-7744,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000161,LINE-B,2024-06-21T13:33:18Z,2024-06-21T18:00:00Z,indirect
ACT-PRD-1-RUN-000161-PRD-1-STEP-4-0-5378,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000161,LINE-B,2024-06-23T12:17:23Z,2024-06-23T14:26:32Z,direct
ACT-PRD-1-RUN-000161-PRD-1-STEP-4-1-4422,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000161,LINE-B,2024-06-23T14:26:32Z,2024-06-23T16:35:41Z,direct
ACT-PRD-1-RUN-000162-PRD-1-STEP-1-0-8936,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000162,LINE-A,2025-02-20T18:15:49Z,2025-02-20T18:51:19Z,direct
ACT-PRD-1-RUN-000162-PRD-1-STEP-2-0-2267,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000162,LINE-A,2025-02-20T18:30:00Z,2025-02-20T18:31:00Z,setup
ACT-PRD-1-RUN-000162-PRD-1-STEP-3-0-1563,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000162,LINE-B,2025-02-21T10:17:49Z,2025-02-21T14:47:44Z,indirect
ACT-PRD-1-RUN-000162-PRD-1-STEP-4-0-6137,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000162,LINE-B,2025-02-22T10:41:31Z,2025-02-22T16:25:42Z,direct
ACT-PRD-1-RUN-000163-PRD-1-STEP-1-0-3341,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000163,LINE-B,2023-12-23T15:14:01Z,2023-12-23T18:00:00Z,direct
ACT-PRD-1-RUN-000163-PRD-1-STEP-2-0-5859,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000163,LINE-B,2023-12-25T08:13:30Z,2023-12-25T11:41:28Z,setup
ACT-PRD-1-RUN-000163-PRD-1-STEP-2-1-4644,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000163,LINE-B,2023-12-25T11:41:28Z,2023-12-25T15:09:27Z,direct
ACT-PRD-1-RUN-000163-PRD-1-STEP-3-0-2661,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000163,LINE-A,2023-12-25T15:32:40Z,2023-12-25T16:46:20Z,direct
ACT-PRD-1-RUN-000163-PRD-1-STEP-3-1-9979,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000163,LINE-A,2023-12-25T16:46:20Z,2023-12-25T18:00:00Z,direct
ACT-PRD-1-RUN-000163-PRD-1-STEP-4-0-2709,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000163,LINE-B,2023-12-25T17:59:00Z,2023-12-25T18:00:00Z,direct
ACT-PRD-1-RUN-000164-PRD-1-STEP-1-0-4735,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000164,LINE-B,2024-06-21T16:50:23Z,2024-06-21T18:00:00Z,direct
ACT-PRD-1-RUN-000164-PRD-1-STEP-2-0-2199,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000164,LINE-B,2024-06-21T17:59:00Z,2024-06-21T18:00:00Z,direct
ACT-PRD-1-RUN-000164-PRD-1-STEP-3-0-8158,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000164,LINE-A,2024-06-21T18:30:00Z,2024-06-21T18:31:00Z,direct
ACT-PRD-1-RUN-000164-PRD-1-STEP-4-0-3252,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000164,LINE-B,2024-06-21T18:30:00Z,2024-06-21T18:31:00Z,setup
ACT-PRD-1-RUN-000165-PRD-1-STEP-1-0-9154,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000165,LINE-B,2024-09-04T13:31:01Z,2024-09-04T15:20:19Z,rework
ACT-PRD-1-RUN-000165-PRD-1-STEP-1-1-6587,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000165,LINE-B,2024-09-04T15:20:19Z,2024-09-04T17:09:38Z,direct
ACT-PRD-1-RUN-000165-PRD-1-STEP-2-0-9257,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000165,LINE-B,2024-09-04T17:17:58Z,2024-09-04T18:00:00Z,direct
ACT-PRD-1-RUN-000165-PRD-1-STEP-3-0-3109,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000165,LINE-A,2024-09-05T12:54:16Z,2024-09-05T15:27:08Z,direct
ACT-PRD-1-RUN-000165-PRD-1-STEP-3-1-1947,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000165,LINE-A,2024-09-05T15:27:08Z,2024-09-05T18:00:00Z,direct
ACT-PRD-1-RUN-000165-PRD-1-STEP-4-0-2104,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000165,LINE-B,2024-09-06T16:02:28Z,2024-09-06T18:00:00Z,direct
ACT-PRD-1-RUN-000166-PRD-1-STEP-1-0-4275,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000166,LINE-A,2025-03-06T09:01:23Z,2025-03-06T13:29:02Z,direct
ACT-PRD-1-RUN-000166-PRD-1-STEP-2-0-7566,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000166,LINE-A,2025-03-06T13:39:49Z,2025-03-06T15:49:54Z,direct
ACT-PRD-1-RUN-000166-PRD-1-STEP-2-1-7412,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000166,LINE-A,2025-03-06T15:49:54Z,2025-03-06T18:00:00Z,direct
ACT-PRD-1-RUN-000166-PRD-1-STEP-3-0-9442,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000166,LINE-A,2025-03-06T17:59:00Z,2025-03-06T18:00:00Z,direct
ACT-PRD-1-RUN-000166-PRD-1-STEP-4-0-5412,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000166,LINE-B,2025-03-06T17:59:00Z,2025-03-06T18:00:00Z,direct
ACT-PRD-1-RUN-000167-PRD-1-STEP-1-0-9873,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000167,LINE-A,2024-07-01T16:27:03Z,2024-07-01T18:00:00Z,setup
ACT-PRD-1-RUN-000167-PRD-1-STEP-2-0-8287,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000167,LINE-B,2024-07-01T17:59:00Z,2024-07-01T18:00:00Z,direct
ACT-PRD-1-RUN-000167-PRD-1-STEP-3-0-1830,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000167,LINE-B,2024-07-02T16:38:22Z,2024-07-02T18:00:00Z,direct
ACT-PRD-1-RUN-000167-PRD-1-STEP-4-0-7835,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000167,LINE-A,2024-07-03T12:42:31Z,2024-07-03T15:21:15Z,direct
ACT-PRD-1-RUN-000167-PRD-1-STEP-4-1-3169,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000167,LINE-A,2024-07-03T15:21:15Z,2024-07-03T18:00:00Z,direct
ACT-PRD-1-RUN-000168-PRD-1-STEP-1-0-6220,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000168,LINE-A,2023-10-23T10:57:56Z,2023-10-23T16:46:51Z,direct
ACT-PRD-1-RUN-000168-PRD-1-STEP-2-0-5551,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000168,LINE-B,2023-10-24T12:05:52Z,2023-10-24T15:02:56Z,setup
ACT-PRD-1-RUN-000168-PRD-1-STEP-2-1-6283,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000168,LINE-B,2023-10-24T15:02:56Z,2023-10-24T18:00:00Z,direct
ACT-PRD-1-RUN-000168-PRD-1-STEP-3-0-9086,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000168,LINE-A,2023-10-24T18:30:00Z,2023-10-24T18:31:00Z,direct
ACT-PRD-1-RUN-000168-PRD-1-STEP-4-0-5174,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000168,LINE-B,2023-10-24T18:30:00Z,2023-10-24T18:31:00Z,direct
ACT-PRD-1-RUN-000169-PRD-1-STEP-1-0-1856,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000169,LINE-A,2024-12-01T14:20:53Z,2024-12-01T18:00:00Z,direct
ACT-PRD-1-RUN-000169-PRD-1-STEP-2-0-9699,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000169,LINE-B,2024-12-03T13:30:01Z,2024-12-03T18:00:00Z,direct
ACT-PRD-1-RUN-000169-PRD-1-STEP-3-0-1941,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000169,LINE-B,2024-12-03T18:30:00Z,2024-12-03T18:31:00Z,indirect
ACT-PRD-1-RUN-000169-PRD-1-STEP-4-0-5183,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000169,LINE-A,2024-12-04T13:26:00Z,2024-12-04T18:00:00Z,direct
ACT-PRD-1-RUN-000170-PRD-1-STEP-1-0-5956,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000170,LINE-B,2024-07-04T13:02:25Z,2024-07-04T16:29:05Z,direct
ACT-PRD-1-RUN-000170-PRD-1-STEP-2-0-5851,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000170,LINE-A,2024-07-05T10:43:45Z,2024-07-05T16:18:56Z,setup
ACT-PRD-1-RUN-000170-PRD-1-STEP-3-0-4302,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000170,LINE-A,2024-07-07T13:49:04Z,2024-07-07T18:00:00Z,rework
ACT-PRD-1-RUN-000170-PRD-1-STEP-4-0-1278,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000170,LINE-B,2024-07-09T13:22:52Z,2024-07-09T16:49:07Z,indirect
ACT-PRD-1-RUN-000171-PRD-1-STEP-1-0-8699,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000171,LINE-A,2023-10-31T11:27:26Z,2023-10-31T15:13:47Z,direct
ACT-PRD-1-RUN-000171-PRD-1-STEP-2-0-1325,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000171,LINE-A,2023-11-02T14:31:34Z,2023-11-02T16:15:47Z,setup
ACT-PRD-1-RUN-000171-PRD-1-STEP-2-1-4178,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000171,LINE-A,2023-11-02T16:15:47Z,2023-11-02T18:00:00Z,indirect
ACT-PRD-1-RUN-000171-PRD-1-STEP-3-0-3521,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000171,LINE-B,2023-11-03T13:20:53Z,2023-11-03T18:00:00Z,direct
ACT-PRD-1-RUN-000171-PRD-1-STEP-4-0-1995,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000171,LINE-B,2023-11-04T14:06:36Z,2023-11-04T16:03:18Z,direct
ACT-PRD-1-RUN-000171-PRD-1-STEP-4-1-1794,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000171,LINE-B,2023-11-04T16:03:18Z,2023-11-04T18:00:00Z,direct
ACT-PRD-1-RUN-000172-PRD-1-STEP-1-0-1498,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000172,LINE-B,2024-08-04T14:01:53Z,2024-08-04T17:55:05Z,setup
ACT-PRD-1-RUN-000172-PRD-1-STEP-2-0-2133,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000172,LINE-A,2024-08-06T10:08:38Z,2024-08-06T12:49:12Z,setup
ACT-PRD-1-RUN-000172-PRD-1-STEP-2-1-8098,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000172,LINE-A,2024-08-06T12:49:12Z,2024-08-06T15:29:47Z,direct
ACT-PRD-1-RUN-000172-PRD-1-STEP-3-0-8942,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000172,LINE-B,2024-08-08T11:32:29Z,2024-08-08T14:46:14Z,rework
ACT-PRD-1-RUN-000172-PRD-1-STEP-3-1-3210,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000172,LINE-B,2024-08-08T14:46:14Z,2024-08-08T18:00:00Z,indirect
ACT-PRD-1-RUN-000172-PRD-1-STEP-4-0-5402,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000172,LINE-A,2024-08-09T15:31:13Z,2024-08-09T16:45:36Z,direct
ACT-PRD-1-RUN-000172-PRD-1-STEP-4-1-7377,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000172,LINE-A,2024-08-09T16:45:36Z,2024-08-09T18:00:00Z,direct
ACT-PRD-1-RUN-000173-PRD-1-STEP-1-0-6206,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000173,LINE-A,2024-04-17T16:19:47Z,2024-04-17T17:09:53Z,direct
ACT-PRD-1-RUN-000173-PRD-1-STEP-1-1-4352,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000173,LINE-A,2024-04-17T17:09:53Z,2024-04-17T18:00:00Z,indirect
ACT-PRD-1-RUN-000173-PRD-1-STEP-2-0-9063,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000173,LINE-B,2024-04-17T17:59:00Z,2024-04-17T18:00:00Z,direct
ACT-PRD-1-RUN-000173-PRD-1-STEP-3-0-6273,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000173,LINE-A,2024-04-17T17:59:00Z,2024-04-17T18:00:00Z,direct
ACT-PRD-1-RUN-000173-PRD-1-STEP-4-0-5115,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000173,LINE-A,2024-04-18T16:54:44Z,2024-04-18T18:00:00Z,direct
ACT-PRD-1-RUN-000174-PRD-1-STEP-1-0-3299,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000174,LINE-B,2025-06-15T15:49:01Z,2025-06-15T16:54:30Z,indirect
ACT-PRD-1-RUN-000174-PRD-1-STEP-1-1-1017,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000174,LINE-B,2025-06-15T16:54:30Z,2025-06-15T18:00:00Z,setup
ACT-PRD-1-RUN-000174-PRD-1-STEP-2-0-3410,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000174,LINE-B,2025-06-17T08:05:05Z,2025-06-17T11:16:24Z,direct
ACT-PRD-1-RUN-000174-PRD-1-STEP-3-0-4821,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000174,LINE-A,2025-06-17T13:51:56Z,2025-06-17T15:55:58Z,rework
ACT-PRD-1-RUN-000174-PRD-1-STEP-3-1-9690,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000174,LINE-A,2025-06-17T15:55:58Z,2025-06-17T18:00:00Z,indirect
ACT-PRD-1-RUN-000174-PRD-1-STEP-4-0-6441,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000174,LINE-A,2025-06-17T17:59:00Z,2025-06-17T18:00:00Z,direct
ACT-PRD-1-RUN-000175-PRD-1-STEP-1-0-8678,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000175,LINE-B,2024-08-09T14:58:56Z,2024-08-09T18:00:00Z,direct
ACT-PRD-1-RUN-000175-PRD-1-STEP-2-0-4725,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000175,LINE-B,2024-08-10T09:11:18Z,2024-08-10T16:18:27Z,direct
ACT-PRD-1-RUN-000175-PRD-1-STEP-3-0-8533,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000175,LINE-B,2024-08-12T17:28:17Z,2024-08-12T18:00:00Z,direct
ACT-PRD-1-RUN-000175-PRD-1-STEP-4-0-6940,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000175,LINE-B,2024-08-13T14:14:21Z,2024-08-13T18:00:00Z,direct
ACT-PRD-1-RUN-000176-PRD-1-STEP-1-0-6058,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000176,LINE-A,2024-03-11T15:20:36Z,2024-03-11T16:34:53Z,indirect
ACT-PRD-1-RUN-000176-PRD-1-STEP-1-1-5379,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000176,LINE-A,2024-03-11T16:34:53Z,2024-03-11T17:49:11Z,direct
ACT-PRD-1-RUN-000176-PRD-1-STEP-2-0-4300,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000176,LINE-A,2024-03-12T11:50:40Z,2024-03-12T14:55:20Z,setup
ACT-PRD-1-RUN-000176-PRD-1-STEP-2-1-6242,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000176,LINE-A,2024-03-12T14:55:20Z,2024-03-12T18:00:00Z,direct
ACT-PRD-1-RUN-000176-PRD-1-STEP-3-0-9426,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000176,LINE-A,2024-03-12T17:59:00Z,2024-03-12T18:00:00Z,setup
ACT-PRD-1-RUN-000176-PRD-1-STEP-4-0-3607,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000176,LINE-A,2024-03-14T12:39:23Z,2024-03-14T15:19:41Z,direct
ACT-PRD-1-RUN-000176-PRD-1-STEP-4-1-3757,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000176,LINE-A,2024-03-14T15:19:41Z,2024-03-14T18:00:00Z,direct
ACT-PRD-1-RUN-000177-PRD-1-STEP-1-0-9988,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000177,LINE-A,2025-08-02T08:21:33Z,2025-08-02T09:39:20Z,direct
ACT-PRD-1-RUN-000177-PRD-1-STEP-1-1-3715,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000177,LINE-A,2025-08-02T09:39:20Z,2025-08-02T10:57:07Z,direct
ACT-PRD-1-RUN-000177-PRD-1-STEP-2-0-9459,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000177,LINE-B,2025-08-04T16:05:18Z,2025-08-04T18:00:00Z,rework
ACT-PRD-1-RUN-000177-PRD-1-STEP-3-0-4153,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000177,LINE-A,2025-08-06T10:47:15Z,2025-08-06T16:25:33Z,rework
ACT-PRD-1-RUN-000177-PRD-1-STEP-4-0-4500,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000177,LINE-B,2025-08-07T15:39:42Z,2025-08-07T16:49:51Z,direct
ACT-PRD-1-RUN-000177-PRD-1-STEP-4-1-7087,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000177,LINE-B,2025-08-07T16:49:51Z,2025-08-07T18:00:00Z,setup
ACT-PRD-1-RUN-000178-PRD-1-STEP-1-0-8679,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000178,LINE-A,2024-11-26T09:54:35Z,2024-11-26T14:21:21Z,rework
